,Original Url,Meta Description 1
2470,https://www.adforum.com/creative-work/ad/player/34490953/without-you-there-are-no-champions-franceschi/sporting-clube-de-portugal,television  cinema without you there are no champions franceschi for sporting clube de portugal by garage films
2471,https://www.adforum.com/creative-work/ad/player/34490954/without-you-there-are-no-champions/sporting-clube-de-portugal,television  cinema without you there are no champions for sporting clube de portugal by garage films
2472,https://www.adforum.com/creative-work/ad/player/34490955/riscas-means-strikes-like-the-equipment/sporting-clube-de-portugal,television  cinema riscas means strikes like the equipment for sporting clube de portugal by garage films
2473,https://www.adforum.com/creative-work/ad/player/34490957/the-zone/gatorade,television  cinema the zone for gatorade by three one o
2474,https://www.adforum.com/creative-work/ad/player/34490964/a-world-of-handball/partille-cup,television  cinema a world of handball for partille cup by tokyo traffic jam
2475,https://www.adforum.com/creative-work/ad/player/34490965/2012-s-s-campaign/le-coq-golf,television  cinema 2012 ss campaign for le coq golf by mccann worldgroup japan
2476,https://www.adforum.com/creative-work/ad/player/34490969/big-is-on/nba,television big is on for nba by goodby silverstein  partners
2477,https://www.adforum.com/creative-work/ad/player/34490974/the-athlete-machine-red-bull-kluge/red-bull,web film the athlete machine  red bull kluge for red bull
2478,https://www.adforum.com/creative-work/ad/player/34491028/cas-adidas-preadator/adidas,case study cas adidas preadator for adidas by isobar  la « battle predator »  un dispositif ambitieux qui combine digital  éveac
2479,https://www.adforum.com/creative-work/ad/player/34491119/enjoy-every-bit/toshiba,television enjoy every bit for toshiba by dentsu marcom pvt ltd  leading innovation
2480,https://www.adforum.com/creative-work/ad/player/34491174/road-to-greatness/chrysler,television road to greatness for chrysler by doner  imported from detroit
2481,https://www.adforum.com/creative-work/ad/player/34491277/take-the-stage/adidas,case study take the stage for adidas by sid lee amsterdam
2482,https://www.adforum.com/creative-work/ad/player/34491278/take-the-stage/adidas,television take the stage for adidas by sid lee amsterdam
2483,https://www.adforum.com/creative-work/ad/player/34491279/great-britain-take-the-stage/adidas,television great britain take the stage for adidas by sid lee amsterdam
2484,https://www.adforum.com/creative-work/ad/player/34491298/live-sports-dog/xfinity,television live sports dog for xfinity by goodby silverstein  partners  the future of awesome
2485,https://www.adforum.com/creative-work/ad/player/34491299/huddle/xfinity,television huddle for xfinity by goodby silverstein  partners  the future of awesome
2486,https://www.adforum.com/creative-work/ad/player/34491300/mattress/xfinity,television mattress for xfinity by goodby silverstein  partners  the future of awesome
2487,https://www.adforum.com/creative-work/ad/player/34491307/261-womens-marathon/261-womens-marathon,web film 261 womens marathon for 261 womens marathon by shackleton  in 1967 women were not allowed to run marathons but kathrine switzer didnt know th
2488,https://www.adforum.com/creative-work/ad/player/34491308/fighter/261-womens-marathon,print fighter for 261 womens marathon by shackleton  in 1967 women were not allowed to run marathons but kathrine switzer didnt know that she signed u
2489,https://www.adforum.com/creative-work/ad/player/34491309/kathrine/261-womens-marathon,print kathrine for 261 womens marathon by shackleton  in 1967 women were not allowed to run marathons but kathrine switzer didnt know that she signed
2490,https://www.adforum.com/creative-work/ad/player/34491315/game-on-cancer-60-sec/josephine-ford-cancer-institute,television game on cancer 60 sec for josephine ford cancer institute by dba worldwide  get in the game  gameoncancercom
2491,https://www.adforum.com/creative-work/ad/player/34491325/taser/paddy-power,television taser for paddy power by crispin porter bogusky
2492,https://www.adforum.com/creative-work/ad/player/34491353/beautiful-game/lucozade,web film beautiful game for lucozade by mc saatchi london
2493,https://www.adforum.com/creative-work/ad/player/34491397/where-football-is-born/wilson,case study where football is born for wilson by carrot
2494,https://www.adforum.com/creative-work/ad/player/34491424/invitation/xbox-one,television invitation for xbox one by crispin porter  bogusky  jump ahead
2495,https://www.adforum.com/creative-work/ad/player/34491426/the-making-of-invitation/xbox-one,television the making of  invitation for xbox one by crispin porter  bogusky  jump ahead
2496,https://www.adforum.com/creative-work/ad/player/34491484/thank-you/barclays,television  cinema thank you for barclays by bbh  the film thanks the hundreds of millions of fans in over 200 countries around the world for the dedicat
2497,https://www.adforum.com/creative-work/ad/player/34491488/delivery-service/nbatickets-com,television delivery service for nbaticketscom by goodby silverstein  partners  delivered to you anywhere no matter what
2498,https://www.adforum.com/creative-work/ad/player/34491506/lebron-james-at-home/samsung,television lebron james  at home for samsung by 72andsunny
2499,https://www.adforum.com/creative-work/ad/player/34491507/3-frozen-moment/li-ning,television 3  frozen moment for lining by soho square  dominate the second
2500,https://www.adforum.com/creative-work/ad/player/34491560/pepsi-max-kyrie-irving-present-uncle-drew-chapter-2/pepsi-max,web film pepsi max  kyrie irving present uncle drew chapter 2 for pepsi max by dbe
2501,https://www.adforum.com/creative-work/ad/player/34491562/pepsi-max-kyrie-irving-present-uncle-drew-chapter-3/pepsi-max,web film pepsi max  kyrie irving present uncle drew chapter 3 for pepsi max by dbe
2502,https://www.adforum.com/creative-work/ad/player/34491563/training-day/nike,web film training day for nike by wieden  kennedy  just do it
2503,https://www.adforum.com/creative-work/ad/player/34491598/deja-view-official-trailer-featuring-the-infiniti-q50/infiniti-usa,digital deja view official trailer featuring the infiniti q50 for infiniti usa by campfire at sapientrazorfish  “deja view” recounts the sto
2504,Original Url,meta description 1
2505,https://www.adforum.com/creative-work/ad/player/34477791/michael-phelps/visa,television michael phelps for visa by tbwachiatday los angeles  go world
2506,https://www.adforum.com/creative-work/ad/player/34477792/olympic-idents/dairy-milk,television olympic idents for dairy milk by publicis dublin  enjoy the moment
2507,https://www.adforum.com/creative-work/ad/player/34477818/world-cup/t-mobile,case study world cup for tmobile by conill  over a fouryear period soccer had served tmobile as a passion point for building affinity among latinos t
2508,https://www.adforum.com/creative-work/ad/player/34477982/word/louis-vuitton,web film word for louis vuitton by ogilvy paris
2509,https://www.adforum.com/creative-work/ad/player/34477996/football/for-eyes-optical,television football for for eyes optical by devitoverdi
2510,https://www.adforum.com/creative-work/ad/player/34478004/passing/rei,television  cinema passing for rei by bbdo atlanta
2511,https://www.adforum.com/creative-work/ad/player/34478012/contrasts/tyc-sports,television  cinema contrasts for tyc sports by yr argentina
2512,https://www.adforum.com/creative-work/ad/player/34478062/pre-launch/ea-sports,"print prelaunch for ea sports by wieden  kennedy amsterdam  summary
in a declining games market ea sports was looking to launch its fifa 12 football g"
2513,https://www.adforum.com/creative-work/ad/player/34478063/christmas-rooney/ea-sports,"print christmas rooney for ea sports by wieden  kennedy amsterdam  summary
in a declining games market ea sports was looking to launch its fifa 12 fo"
2514,https://www.adforum.com/creative-work/ad/player/34478064/christmas/ea-sports,"print christmas for ea sports by wieden  kennedy amsterdam  summary
in a declining games market ea sports was looking to launch its fifa 12 football ga"
2515,https://www.adforum.com/creative-work/ad/player/34478126/amex-golf-us-open-2011/american-express,case study amex golf us open 2011 for american express by momentum worldwide
2516,https://www.adforum.com/creative-work/ad/player/34478132/gisela-dulko/pantene-pro-v,television gisela dulko for pantene prov by wing
2517,https://www.adforum.com/creative-work/ad/player/34478133/gisele-bundchen-jacqeline-carvalho/pantene-pro-v,television gisele bundchen  jacqeline carvalho for pantene prov by wing
2518,https://www.adforum.com/creative-work/ad/player/34478176/start-of-the-season/sky-football,television start of the season for sky football by brothers and sisters
2519,https://www.adforum.com/creative-work/ad/player/34478179/football-is-bigger-than-football/sbs,television football is bigger than football for sbs by us sydney
2520,https://www.adforum.com/creative-work/ad/player/34478180/rivals/mcdonalds,television rivals for mcdonalds by ddb chicago  im lovin it
2521,https://www.adforum.com/creative-work/ad/player/34478189/olympia/canvas,television olympia for canvas by make lemonade  after the olympics the background returns to the foreground
2522,https://www.adforum.com/creative-work/ad/player/34478212/next-season-starts-now/dicks-sporting-goods,television next season starts now for dicks sporting goods by anomaly new york  every season starts at dicks
2523,https://www.adforum.com/creative-work/ad/player/34478243/dont-stop-me-now/adidas,web film dont stop me now for adidas by the 10 group  stagetaken
2524,https://www.adforum.com/creative-work/ad/player/34478246/jamaica-conquered-england/puma,print jamaica conquered england for puma by droga5  and then jamaica conquered england
2525,https://www.adforum.com/creative-work/ad/player/34478250/melos/foot-locker,television melos for foot locker by bbdo new york  approved
2526,https://www.adforum.com/creative-work/ad/player/34478251/yacht/foot-locker,television yacht for foot locker by bbdo new york  approved
2527,https://www.adforum.com/creative-work/ad/player/34478252/tear-away/foot-locker,television tear away for foot locker by bbdo new york  approved
2528,https://www.adforum.com/creative-work/ad/player/34478261/football/johnsons,television football for johnsons by bbdo guerrero
2529,https://www.adforum.com/creative-work/ad/player/34478293/how-easy/carbonite,television how easy for carbonite by arnold  no one has to know how easy it is
2530,https://www.adforum.com/creative-work/ad/player/34478301/win-small/mini,television win small for mini by bssp  win small
2531,https://www.adforum.com/creative-work/ad/player/34478302/ways-to-wake-up/clean-clear,television ways to wake up for clean  clear by ddb mudra  clean clear  confident
2532,https://www.adforum.com/creative-work/ad/player/34478315/heavy/adidas,television heavy for adidas by 180la  adidas is all in
2533,https://www.adforum.com/creative-work/ad/player/34478317/roommates/nfl-com,television roommates for nflcom by grey new york  womens apparel fit for you
2534,https://www.adforum.com/creative-work/ad/player/34478318/football-get-involved/the-sun,television  cinema footballget involved for the sun by grey london
2535,https://www.adforum.com/creative-work/ad/player/34478327/paul-rudd-ray-lewis/sony-playstation-3,web film paul rudd  ray lewis for sony playstation 3 by heat  never stop playing
2536,https://www.adforum.com/creative-work/ad/player/34478363/nab-stand-in/nab,television  cinema nab standin for nab by clemenger bbdo melbourne  more give less take
2537,https://www.adforum.com/creative-work/ad/player/34478399/take-control/nike-football,television take control for nike football by wiedenkennedy  my time is now
2538,https://www.adforum.com/creative-work/ad/player/34478403/bomb-squad/fox-sports,television bomb squad for fox sports by   read to get excited
2539,https://www.adforum.com/creative-work/ad/player/34478405/the-gus-effect/fox-sports,television the gus effect for fox sports by   read to get excited
2540,https://www.adforum.com/creative-work/ad/player/34478489/join-the-clu13/ea-sports,"television join the clu13 for ea sports™ by wieden  kennedy amsterdam  summary
fifa’s aim was to expand its appeal and match its previous recordb"
2541,https://www.adforum.com/creative-work/ad/player/34478533/pre-launch/ea-sports,"print pre launch for ea sports™ by wieden  kennedy amsterdam  summary
fifa’s aim was to expand its appeal and match its previous recordbreaking p"
2542,https://www.adforum.com/creative-work/ad/player/34478534/launch/ea-sports,"print launch for ea sports™ by wieden  kennedy amsterdam  summary
fifa’s aim was to expand its appeal and match its previous recordbreaking perfo"
2543,https://www.adforum.com/creative-work/ad/player/34478676/athlete/st-petersburg-clearwater-convention-visitors-bureau,print athlete for st petersburg  clearwater convention   visitors bureau  by bvk
2544,https://www.adforum.com/creative-work/ad/player/34478733/flying-disc/danish-frisbee-sports-union,print flying disc for danish frisbee sports union
2545,https://www.adforum.com/creative-work/ad/player/34478735/heart-stopping-moments/bbc,print heart stopping moments for bbc by c21 advertising
2546,https://www.adforum.com/creative-work/ad/player/34478737/personal-bests/mastercraft,print personal bests for mastercraft by bvk
2547,https://www.adforum.com/creative-work/ad/player/34478740/never-fly-coach/mastercraft,print never fly coach for mastercraft by bvk
2548,https://www.adforum.com/creative-work/ad/player/34478744/2011-catalogue/mastercraft,print 2011 catalogue for mastercraft by bvk
2549,https://www.adforum.com/creative-work/ad/player/34478775/predator/adidas,print predator for adidas
2550,https://www.adforum.com/creative-work/ad/player/34478860/pregnant/directorate-general-health-consumers,"television pregnant for directorategeneral health  consumers by saatchi  saatchi brussels  summary
every year 695 000 europeans die because of smokin"
2551,https://www.adforum.com/creative-work/ad/player/34478861/ipad/directorate-general-health-consumers,"digital ipad for directorategeneral health  consumers by saatchi  saatchi brussels  summary
every year 695 000 europeans die because of smoking on a"
2552,https://www.adforum.com/creative-work/ad/player/34478862/design/directorate-general-health-consumers,"packaging branding  design design for directorategeneral health  consumers by saatchi  saatchi brussels  summary
every year 695 000 europeans die b"
2553,https://www.adforum.com/creative-work/ad/player/34478864/working-out/gainomax,television working out for gainomax by saatchi  saatchi  bananas are for monkeys
2554,https://www.adforum.com/creative-work/ad/player/34478865/tactics/gainomax,television tactics for gainomax by saatchi  saatchi  bananas are for monkeys
2555,https://www.adforum.com/creative-work/ad/player/34478866/my-name-is/gainomax,television my name is for gainomax by saatchi  saatchi  bananas are for monkeys
2556,https://www.adforum.com/creative-work/ad/player/34478868/monkeys-story/gainomax,television monkeys story for gainomax by saatchi  saatchi  bananas are for monkeys
2557,https://www.adforum.com/creative-work/ad/player/34478869/film/old-spice,television film for old spice by wieden  kennedy  believe in your smellf
2558,https://www.adforum.com/creative-work/ad/player/34478893/golf/peugeot,television golf for peugeot by betc paris
2559,https://www.adforum.com/creative-work/ad/player/34478914/150-years/new-zealand-herald,television 150 years for new zealand herald by fcb new zealand  the more you know the better
2560,https://www.adforum.com/creative-work/ad/player/34478938/ivy/state-farm-insurance,television ivy for state farm insurance by ddb chicago  get to a better state
2561,https://www.adforum.com/creative-work/ad/player/34478984/in-court-out-court/sported,print in court  out court for sported by fcb inferno
2562,https://www.adforum.com/creative-work/ad/player/34479/mountains-are-not-a-place-for-cold-feet/timberland,magazine mountains are not a place for cold feet for timberland by lewlaratbwa  the advertsement shows a picture of a beutiful waterfall and wet shoes a
2563,https://www.adforum.com/creative-work/ad/player/34479033/very-superstitious/bud-light,television very superstitious for bud light by translation  here we go
2564,https://www.adforum.com/creative-work/ad/player/34479034/spartak-forever/nike-russia,television spartak forever for nike russia by instinct  spartak forever
2565,https://www.adforum.com/creative-work/ad/player/34479035/bp-olympics/bp,television bp olympics for bp by ogilvy
2566,https://www.adforum.com/creative-work/ad/player/34479089/our-game/madden,television our game for madden by heat  its in the game
2567,https://www.adforum.com/creative-work/ad/player/34479109/range-rover-evoque-iad/range-rover,case study range rover evoque  iad for range rover by wunderman  we had to generate awareness and excitement for the range rover evoque launch by creatin
2568,https://www.adforum.com/creative-work/ad/player/34479215/the-rugby-league-of-the-extraordinary/rfl,web film the rugby league of the extraordinary for rfl by vccp
2569,https://www.adforum.com/creative-work/ad/player/34479231/parallel-journeys/nike,television  cinema parallel journeys for nike by j walter thompson bangalore
2570,https://www.adforum.com/creative-work/ad/player/34479249/kaka/adidas,web film kaká for adidas by fcb caracas  all in
2571,https://www.adforum.com/creative-work/ad/player/34479285/skate-pinball/mountain-dew,case study skate pinball for mountain dew by colenso bbdo auckland
2572,https://www.adforum.com/creative-work/ad/player/34479287/sport-film/jabong-com,television  cinema sport film for jabongcom by salt brand solutions
2573,https://www.adforum.com/creative-work/ad/player/34479311/skate-4/casio,digital skate 4 for casio by the richards group
2574,https://www.adforum.com/creative-work/ad/player/34479406/experience-football/verizon,television experience football for verizon by erwin penland  experience football
2575,https://www.adforum.com/creative-work/ad/player/34479407/teaser/nba2k13,television teaser for nba2k13 by zambezi  enter the new dynasty
2576,https://www.adforum.com/creative-work/ad/player/34479408/the-new-dynasty/nba2k13,television the new dynasty for nba2k13 by zambezi  the new dynasty
2577,https://www.adforum.com/creative-work/ad/player/34479462/wake-up/adidas,television wake up for adidas by 180la
2578,https://www.adforum.com/creative-work/ad/player/34479468/find-your-beach-for-the-game/corona,web film find your beach for the game for corona by pereira odell
2579,https://www.adforum.com/creative-work/ad/player/34479469/chicago/corona,web film chicago for corona by pereira odell
2580,https://www.adforum.com/creative-work/ad/player/34479470/dallas/corona,web film dallas for corona by pereira odell
2581,https://www.adforum.com/creative-work/ad/player/34479471/green-bay/corona,web film green bay for corona by pereira odell
2582,https://www.adforum.com/creative-work/ad/player/34479472/knoxville/corona,web film knoxville for corona by pereira odell
2583,https://www.adforum.com/creative-work/ad/player/34479473/new-orleans/corona,web film new orleans for corona by pereira odell
2584,https://www.adforum.com/creative-work/ad/player/34479474/new-york/corona,web film new york for corona by pereira odell
2585,https://www.adforum.com/creative-work/ad/player/34479475/oakland/corona,"web film oakland for corona by pereira odell  view more grudens guides at 
httpsappsfacebookcomcoronafootball"
2586,https://www.adforum.com/creative-work/ad/player/34479476/philadelphia/corona,web film philadelphia for corona by pereira odell
2587,https://www.adforum.com/creative-work/ad/player/34479477/pittsburgh/corona,web film pittsburgh for corona by pereira odell
2588,https://www.adforum.com/creative-work/ad/player/34479478/tampa/corona,web film tampa for corona by pereira odell
2589,https://www.adforum.com/creative-work/ad/player/34479567/girl-inspired/reebok,television girl inspired for reebok by mcgarrybowen
2590,https://www.adforum.com/creative-work/ad/player/34479592/labels-out/bud-light,television labels out for bud light by translation  here we go
2591,https://www.adforum.com/creative-work/ad/player/34479605/the-missing-child-lift-board/initiative-vermisste-kinder-missing-childrens-initiative,case study the missing child lift board for initiative vermisste kinder missing childrens initiative by thjnk  every year in germany more than 1000
2592,https://www.adforum.com/creative-work/ad/player/34479606/the-missing-child-board/initiative-vermisste-kinder-missing-childrens-initiative,case study the missing child board for initiative vermisste kinder missing childrens initiative by thjnk  every year in germany more than 100000 ch
2593,https://www.adforum.com/creative-work/ad/player/34479643/bed/old-spice,television bed for old spice by wieden  kennedy  believe in your smellf
2594,https://www.adforum.com/creative-work/ad/player/34479682/hook-em/nissan,television hook em for nissan by tbwachiatday los angeles  get to know the heismans
2595,https://www.adforum.com/creative-work/ad/player/34479684/hula/nissan,television hula for nissan by tbwachiatday los angeles  get to know the heismans
2596,https://www.adforum.com/creative-work/ad/player/34479685/two/nissan,television two for nissan by tbwachiatday los angeles  get to know the heismans
2597,https://www.adforum.com/creative-work/ad/player/34479686/tour/nissan,television tour for nissan by tbwachiatday los angeles  get to know the heismans
2598,https://www.adforum.com/creative-work/ad/player/34479687/rudy/nissan,television rudy for nissan by tbwachiatday los angeles  get to know the heismans
2599,https://www.adforum.com/creative-work/ad/player/34479689/landscaping/nissan,television landscaping for nissan by tbwachiatday los angeles  get to know the heismans
2600,https://www.adforum.com/creative-work/ad/player/34479800/euro-2012-promo/captain-morgan,web film euro 2012 promo for captain morgan by tmw unlimited  join the party
2601,https://www.adforum.com/creative-work/ad/player/34479849/cut-through-l-a/jordan,web film cut through la for jordan by wieden  kennedy  this is flight
2602,https://www.adforum.com/creative-work/ad/player/34479871/peacocking/sony-playstation-3,television peacocking for sony playstation 3 by deutsch  never stop playing
2603,https://www.adforum.com/creative-work/ad/player/34479904/superstitions/william-hill,television  cinema superstitions for william hill by scpf  the home of betting
2604,https://www.adforum.com/creative-work/ad/player/34480008/battle-royale/charter,television battle royale for charter by fallon
2605,https://www.adforum.com/creative-work/ad/player/34480024/olympics-case-study/citi,case study olympics case study for citi by publicis usa  every step of the way
2606,https://www.adforum.com/creative-work/ad/player/34480035/countdown/nba,television countdown for nba by goodby silverstein  partners  big
2607,https://www.adforum.com/creative-work/ad/player/34480083/your-tee-you-define/semir,case study your tee you define for semir by fcb china
2608,https://www.adforum.com/creative-work/ad/player/34480261/turn-it-around/sported,television turn it around for sported by fcb inferno  sported believe in the development of young people by engaging them in sports they believe sport ch
2609,https://www.adforum.com/creative-work/ad/player/34480296/free-throws/kia,television free throws for kia by davidgoliath
2610,https://www.adforum.com/creative-work/ad/player/34480297/football/kia,television football for kia by davidgoliath
2611,https://www.adforum.com/creative-work/ad/player/34480298/lebrons-day/samsung,television lebrons day for samsung by 72andsunny
2612,https://www.adforum.com/creative-work/ad/player/34480323/sport/edf,television sport for edf by havas paris
2613,https://www.adforum.com/creative-work/ad/player/34480406/toyota-rav4-ev/toyota,television toyota rav4 ev for toyota by saatchi  saatchi los angeles
2614,https://www.adforum.com/creative-work/ad/player/34480424/trainee/canal,television trainee for canal  by betc paris
2615,https://www.adforum.com/creative-work/ad/player/34480425/uptight/canal,television uptight for canal  by betc paris
2616,https://www.adforum.com/creative-work/ad/player/34480501/villages/aquarius,television  cinema villages for aquarius by sra rushmore  we are an extraordinary country full of extraordinary people
2617,https://www.adforum.com/creative-work/ad/player/34480516/sports-bar/saturn,television sports bar for saturn by scholz  friends berlin gmbh  soo muss technik
2618,https://www.adforum.com/creative-work/ad/player/34480534/let-it-snow/sportchek,television let it snow for sportchek by sid lee toronto  your better starts here
2619,https://www.adforum.com/creative-work/ad/player/34480855/big-color/nba,television big color for nba by goodby silverstein  partners  big
2620,https://www.adforum.com/creative-work/ad/player/34480870/army-navy-game/usaa,print armynavy game for usaa by campbell ewald
2621,https://www.adforum.com/creative-work/ad/player/34480899/umpire/racold,television umpire for racold by bbdo india
2622,https://www.adforum.com/creative-work/ad/player/34480911/soccer-groupie/fiat,print soccer groupie for fiat by leo burnett tailor made  a wrong part and everything stops working
2623,https://www.adforum.com/creative-work/ad/player/34481001/dikembe-mutombos-4-1-2-weeks-to-save-the-world/old-spice,gaming dikembe mutombos 4 12 weeks to save the world for old spice by wieden  kennedy
2624,https://www.adforum.com/creative-work/ad/player/34481008/ali/louis-vuitton,print ali for louis vuitton by ogilvy paris
2625,https://www.adforum.com/creative-work/ad/player/34481072/soccer/1st-for-women-insurance,radio soccer for 1st for women insurance by black river fc
2626,https://www.adforum.com/creative-work/ad/player/34481083/cumpledias/unicef,television  cinema cumpledías for unicef by j walter thompson españa  the cumpledías campaign for unicef intends to encourage societythat not a
2627,https://www.adforum.com/creative-work/ad/player/34481084/send-sms/unicef,print send sms for unicef by j walter thompson españa  the cumpledías campaign for unicef intends to encourage societythat not all children in t
2628,https://www.adforum.com/creative-work/ad/player/34481177/evoque-integrated-launch/range-rover-evoque,case study evoque integrated launch for range rover evoque by wunderman  the brand new range rover evoque is the suv that changes the way suvs are perceiv
2629,https://www.adforum.com/creative-work/ad/player/34481178/nike-golf-ng360/nike-golf-global-digital-aor,television nike golf ng360 for nike golf  global digital aor by wunderman
2630,https://www.adforum.com/creative-work/ad/player/34481179/range-rover-evoque-launch/range-rover-evoque,case study range rover evoque launch for range rover evoque by wunderman
2631,https://www.adforum.com/creative-work/ad/player/34481195/riseabove_isolation-documentary-video/jordan,television  cinema riseaboveisolation documentary video for jordan by wunderman
2632,https://www.adforum.com/creative-work/ad/player/34481290/join-the-party/ucla,web film join the party for ucla by 160over90
2633,https://www.adforum.com/creative-work/ad/player/34481301/raising-the-game/coral,television raising the game for coral by mullenlowe london  to position coral at the forefront of the uk betting industry and stand out in a saturated mar
2634,https://www.adforum.com/creative-work/ad/player/34481307/rugby/ratp,poster rugby for ratp by publicis conseil  avec son ambition de marque daméliorer la qualité de vie en ville la ratp soutient un gran
2635,https://www.adforum.com/creative-work/ad/player/34481341/hard-to-impress/deutsche-bahn,television hard to impress for deutsche bahn by ogilvy germany  as part of the big german rail „employer branding“ campaign our tv commercial
2636,https://www.adforum.com/creative-work/ad/player/34481372/move-to-the-beat/coca-cola,television move to the beat for cocacola by havas new york
2637,https://www.adforum.com/creative-work/ad/player/34481374/born-into-it/espn,television born into it for espn by wieden  kennedy
2638,https://www.adforum.com/creative-work/ad/player/34481375/definitions/espn,television definitions for espn by wieden  kennedy
2639,https://www.adforum.com/creative-work/ad/player/34481483/spin-attacks-in-the-dark/babolat,television  cinema spin attacks in the dark for babolat by nouveau monde  12 décembre 2012  lancement mondial de la nouvelle raquette aeropro dri
2640,https://www.adforum.com/creative-work/ad/player/34481507/ghost-hunter/foot-locker,television ghost hunter for foot locker by bbdo new york  approved
2641,https://www.adforum.com/creative-work/ad/player/34481508/dominates/kids-foot-locker,television dominates for kids foot locker by bbdo new york  go big this season
2642,https://www.adforum.com/creative-work/ad/player/34481542/hello/att,television  cinema hello for att by bbdo new york  rethink possible
2643,https://www.adforum.com/creative-work/ad/player/34481549/hat-for-fishing/foot-locker,television hat for fishing for foot locker by bbdo new york  approved
2644,https://www.adforum.com/creative-work/ad/player/34481555/hello/att,television  cinema hello for att by bbdo worldwide inc  rethink possible
2645,https://www.adforum.com/creative-work/ad/player/34481629/elephants/federation-ivoirienne-de-football-fif,television  cinema elephants for fédération ivoirienne de football fif by voodoo communication
2646,https://www.adforum.com/creative-work/ad/player/34481698/arcade/kia,television arcade for kia by davidgoliath
2647,https://www.adforum.com/creative-work/ad/player/34481710/hockey-never-stops/rbc,television hockey never stops for rbc by engagement labs
2648,https://www.adforum.com/creative-work/ad/player/34481742/rei-winter-sale/rei,newspaper rei winter sale for rei by bbdo atlanta
2649,https://www.adforum.com/creative-work/ad/player/34481806/couchgating/kfc,television couchgating for kfc by fcb chicago
2650,https://www.adforum.com/creative-work/ad/player/34481849/muhammed-ali-the-greatest-words/louis-vuitton,case study muhammed ali the greatest words for louis vuitton by ogilvy paris
2651,https://www.adforum.com/creative-work/ad/player/34481905/disappearing-act/nba,television disappearing act for nba by goodby silverstein  partners
2652,https://www.adforum.com/creative-work/ad/player/34481906/clapper/university-of-oregon,television clapper for university of oregon by super top secret  united we ball
2653,https://www.adforum.com/creative-work/ad/player/34481907/screamer/university-of-oregon,television screamer for university of oregon by super top secret  united we ball
2654,https://www.adforum.com/creative-work/ad/player/34481945/curriculum/campofrio,television curriculum for campofrio by mccann spain
2655,https://www.adforum.com/creative-work/ad/player/34481953/smell-the-roses/nescafe,television smell the roses for nescafé by twofifteenmccann  wake up to life
2656,https://www.adforum.com/creative-work/ad/player/34481998/andrew-mccutcheninstant-mccutchen/sony-playstation-3,web film andrew mccutcheninstant mccutchen for sony playstation 3 by deutsch
2657,https://www.adforum.com/creative-work/ad/player/34482003/bryce-harper-triple-play/sony-playstation-3,web film bryce harper  triple play for sony playstation 3 by deutsch
2658,https://www.adforum.com/creative-work/ad/player/34482004/buster-posey-trophy-maintence/sony-playstation-3,web film buster posey  trophy maintence for sony playstation 3 by deutsch
2659,https://www.adforum.com/creative-work/ad/player/34482005/cc-sabathia-strikeout-agreement/sony-playstation-3,web film cc sabathia  strikeout agreement for sony playstation 3 by deutsch
2660,https://www.adforum.com/creative-work/ad/player/34482006/matt-kemp-bff/sony-playstation-3,web film matt kemp  bff for sony playstation 3 by deutsch
2661,https://www.adforum.com/creative-work/ad/player/34482007/miguel-cabrera-just-saying/sony-playstation-3,web film miguel cabrera  just saying for sony playstation 3 by deutsch
2662,https://www.adforum.com/creative-work/ad/player/34482008/ryan-braun-validation/sony-playstation-3,web film ryan braun  validation for sony playstation 3 by deutsch
2663,https://www.adforum.com/creative-work/ad/player/34482009/vote-for-me/sony-playstation-3,web film vote for me for sony playstation 3 by deutsch
2664,https://www.adforum.com/creative-work/ad/player/34482010/cover-showdown/sony-playstation-3,web site cover showdown for sony playstation 3 by deutsch
2665,https://www.adforum.com/creative-work/ad/player/34482050/pajamas/sprint,television pajamas for sprint by team sprint  i am unlimited
2666,https://www.adforum.com/creative-work/ad/player/34482052/manchester-united-on-my-mind/airtel-bangladesh,television manchester united on my mind for airtel bangladesh
2667,https://www.adforum.com/creative-work/ad/player/34482119/hut-hut-hut/pizza-hut,web film hut hut hut for pizza hut by the martin agency  make it great
2668,https://www.adforum.com/creative-work/ad/player/34482143/no-cup-is-safe/nike,television no cup is safe for nike by wieden  kennedy
2669,https://www.adforum.com/creative-work/ad/player/34482187/vapor-trail/nike,television vapor trail for nike by wieden  kennedy
2670,https://www.adforum.com/creative-work/ad/player/34482269/swedish-chef/espn,television swedish chef for espn by wieden  kennedy  this is sportscenter
2671,https://www.adforum.com/creative-work/ad/player/34482302/u-s-army-nhra-and-the-dub-magazine-project/us-army-nhra,case study us army nhra and the dub magazine project for us army nhra by momentum worldwide  to connect with avid racing fans hungry for the stories of
2672,https://www.adforum.com/creative-work/ad/player/34482346/boxing-day-test/valley-spring-lamb,television boxing day test for valley spring lamb by lateral aspect  boxing day test is a humorous look at the test of willpower between a beautiful lam
2673,https://www.adforum.com/creative-work/ad/player/34482360/ball-boy/specsavers,print ball boy for specsavers  shouldve gone to specsavers
2674,https://www.adforum.com/creative-work/ad/player/34482371/figure-skaters/orange,television figure skaters for orange by creo  yr
2675,https://www.adforum.com/creative-work/ad/player/34482394/gaming/ee,television gaming for ee by saatchi  saatchi  ee the uk’s most advanced digital communications company is to launch a multimillion pound adverti
2676,https://www.adforum.com/creative-work/ad/player/34482436/rocky-balboa/magazine-luiza,web film rocky balboa for magazine luiza by etco  vale tudo to be happy
